,,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,b_saddr_asn,b_saddr_asorg
65073186,2018-01-09,3227975251,407051730,395152,CloudPBX,6327,Shaw Communications Inc.
65783942,2018-01-18,3227975250,407061635,395152,CloudPBX,6327,Shaw Communications Inc.
65823653,2018-01-18,3227975251,407061635,395152,CloudPBX,6327,Shaw Communications Inc.
73315760,2018-04-03,3227975251,407092585,395152,CloudPBX,6327,Shaw Communications Inc.
73465647,2018-04-04,3227975250,407092585,395152,CloudPBX,6327,Shaw Communications Inc.
64643747,2018-01-03,3227975251,407096164,395152,CloudPBX,6327,Shaw Communications Inc.
65573455,2018-01-16,3227975250,407096164,395152,CloudPBX,6327,Shaw Communications Inc.
74093357,2018-04-10,3227975251,407364792,395152,CloudPBX,6327,Shaw Communications Inc.
75013792,2018-04-19,3227975250,407364792,395152,CloudPBX,6327,Shaw Communications Inc.
76964341,2018-05-08,3227975507,407364792,393755,CloudPBX,6327,Shaw Communications Inc.
77995467,2018-05-21,3227975251,407371763,395152,CloudPBX,6327,Shaw Communications Inc.
76048861,2018-04-30,3227975251,407905521,395152,CloudPBX,6327,Shaw Communications Inc.
76085601,2018-04-30,3227975250,407905521,395152,CloudPBX,6327,Shaw Communications Inc.
78467755,2018-05-28,3227975250,407911751,395152,CloudPBX,6327,Shaw Communications Inc.
78475629,2018-05-28,3227975251,407911751,395152,CloudPBX,6327,Shaw Communications Inc.
70548077,2018-03-08,3227975251,407911773,395152,CloudPBX,6327,Shaw Communications Inc.
70553507,2018-03-08,3227975250,407911773,395152,CloudPBX,6327,Shaw Communications Inc.
77343510,2018-05-11,3227975250,407918446,395152,CloudPBX,6327,Shaw Communications Inc.
64555679,2018-01-02,3227975250,407927167,395152,CloudPBX,6327,Shaw Communications Inc.
64559613,2018-01-02,3227975251,407927167,395152,CloudPBX,6327,Shaw Communications Inc.
64534342,2018-01-02,3227975250,407931356,395152,CloudPBX,6327,Shaw Communications Inc.
64537654,2018-01-02,3227975251,407931356,395152,CloudPBX,6327,Shaw Communications Inc.
64833682,2018-01-05,3227975250,407933359,395152,CloudPBX,6327,Shaw Communications Inc.
64834401,2018-01-05,3227975251,407933359,395152,CloudPBX,6327,Shaw Communications Inc.
64550514,2018-01-02,3227975251,407949706,395152,CloudPBX,6327,Shaw Communications Inc.
64634523,2018-01-03,3227975250,407949706,395152,CloudPBX,6327,Shaw Communications Inc.
64553621,2018-01-02,3227975250,407950571,395152,CloudPBX,6327,Shaw Communications Inc.
64650813,2018-01-03,3227975251,407950571,395152,CloudPBX,6327,Shaw Communications Inc.
64574760,2018-01-02,3227975250,407953015,395152,CloudPBX,6327,Shaw Communications Inc.
64746556,2018-01-04,3227975251,407953015,395152,CloudPBX,6327,Shaw Communications Inc.
72147409,2018-03-21,3227975507,407953015,393755,CloudPBX,6327,Shaw Communications Inc.
77955584,2018-05-18,3227975506,407953015,393755,CloudPBX,6327,Shaw Communications Inc.
77966090,2018-05-18,1654599251,407953015,395766,CloudPBX,6327,Shaw Communications Inc.
77969659,2018-05-18,1654599250,407953015,395766,CloudPBX,6327,Shaw Communications Inc.
64550768,2018-01-02,3227975251,408198199,395152,CloudPBX,6327,Shaw Communications Inc.
64569292,2018-01-02,3227975250,408198199,395152,CloudPBX,6327,Shaw Communications Inc.
69057839,2018-02-22,3227975506,408198199,393755,CloudPBX,6327,Shaw Communications Inc.
64600822,2018-01-03,3227975251,408213831,395152,CloudPBX,6327,Shaw Communications Inc.
64696998,2018-01-04,3227975250,408213831,395152,CloudPBX,6327,Shaw Communications Inc.
64765152,2018-01-04,3227975251,408226899,395152,CloudPBX,6327,Shaw Communications Inc.
64869210,2018-01-05,3227975250,408226899,395152,CloudPBX,6327,Shaw Communications Inc.
76243580,2018-05-01,3227975250,408325794,395152,CloudPBX,6327,Shaw Communications Inc.
65113789,2018-01-09,3227975251,408397590,395152,CloudPBX,6327,Shaw Communications Inc.
65207124,2018-01-10,3227975250,408397590,395152,CloudPBX,6327,Shaw Communications Inc.
69698819,2018-02-28,3227975507,408397590,393755,CloudPBX,6327,Shaw Communications Inc.
72722786,2018-03-27,3227975506,408397590,393755,CloudPBX,6327,Shaw Communications Inc.
73477262,2018-04-04,3227975251,408408257,395152,CloudPBX,6327,Shaw Communications Inc.
74260331,2018-04-11,3227975506,408408257,393755,CloudPBX,6327,Shaw Communications Inc.
74491582,2018-04-13,3227975250,408408257,395152,CloudPBX,6327,Shaw Communications Inc.
74827513,2018-04-18,3227975507,408408257,393755,CloudPBX,6327,Shaw Communications Inc.
75195779,2018-04-20,1654599251,408408257,395766,CloudPBX,6327,Shaw Communications Inc.
75209671,2018-04-20,1654599250,408408257,395766,CloudPBX,6327,Shaw Communications Inc.
65272124,2018-01-11,3227975250,408516740,395152,CloudPBX,21804,Access Communications Co-operative Limited
65304314,2018-01-11,3227975251,408516740,395152,CloudPBX,21804,Access Communications Co-operative Limited
65380008,2018-01-12,1654599250,408516740,395766,CloudPBX,21804,Access Communications Co-operative Limited
71220661,2018-03-14,3227975507,408516740,393755,CloudPBX,21804,Access Communications Co-operative Limited
72838148,2018-03-28,1654599251,408516740,395766,CloudPBX,21804,Access Communications Co-operative Limited
74225137,2018-04-11,3227975506,408516740,393755,CloudPBX,21804,Access Communications Co-operative Limited
64583800,2018-01-02,3227975250,408516741,395152,CloudPBX,21804,Access Communications Co-operative Limited
64774499,2018-01-04,3227975507,408516741,393755,CloudPBX,21804,Access Communications Co-operative Limited
65238417,2018-01-11,3227975506,408516741,393755,CloudPBX,21804,Access Communications Co-operative Limited
65312476,2018-01-11,3227975251,408516741,395152,CloudPBX,21804,Access Communications Co-operative Limited
70292788,2018-03-06,1654599251,408516741,395766,CloudPBX,21804,Access Communications Co-operative Limited
75583778,2018-04-25,1654599250,408516741,395766,CloudPBX,21804,Access Communications Co-operative Limited
64724928,2018-01-04,1654599250,409513613,395766,CloudPBX,7311,Frontier Networks
64836756,2018-01-05,1654599251,409513613,395766,CloudPBX,7311,Frontier Networks
67203122,2018-02-05,3227975507,409640138,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
67205180,2018-02-05,3227975506,409640138,393755,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
76126471,2018-05-01,1654599251,409640138,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
76267689,2018-05-02,1654599250,409640138,395766,CloudPBX,33363,"BRIGHT HOUSE NETWORKS, LLC"
65196014,2018-01-10,3227975251,409744844,395152,CloudPBX,6327,Shaw Communications Inc.
65215092,2018-01-10,3227975250,409744844,395152,CloudPBX,6327,Shaw Communications Inc.
71975473,2018-03-20,3227975506,409744844,393755,CloudPBX,6327,Shaw Communications Inc.
72220288,2018-03-22,3227975507,409744844,393755,CloudPBX,6327,Shaw Communications Inc.
65257995,2018-01-11,3227975506,410136596,393755,CloudPBX,812,Rogers Communications Canada Inc.
65260410,2018-01-11,3227975507,410136596,393755,CloudPBX,812,Rogers Communications Canada Inc.
66124877,2018-01-23,3227975250,410136596,395152,CloudPBX,812,Rogers Communications Canada Inc.
66146977,2018-01-23,1654599251,410136596,395766,CloudPBX,812,Rogers Communications Canada Inc.
66163067,2018-01-23,1654599250,410136596,395766,CloudPBX,812,Rogers Communications Canada Inc.
66171051,2018-01-24,3227975506,410136747,393755,CloudPBX,812,Rogers Communications Canada Inc.
66184038,2018-01-24,3227975507,410136747,393755,CloudPBX,812,Rogers Communications Canada Inc.
64904528,2018-01-06,3227975507,410136973,393755,CloudPBX,812,Rogers Communications Canada Inc.
64904616,2018-01-06,3227975506,410136973,393755,CloudPBX,812,Rogers Communications Canada Inc.
68301007,2018-02-15,3227975507,410137259,393755,CloudPBX,812,Rogers Communications Canada Inc.
66183078,2018-01-24,3227975507,410137495,393755,CloudPBX,812,Rogers Communications Canada Inc.
66187808,2018-01-24,3227975506,410137495,393755,CloudPBX,812,Rogers Communications Canada Inc.
64491900,2018-01-01,3227975506,410137522,393755,CloudPBX,812,Rogers Communications Canada Inc.
64491994,2018-01-01,3227975507,410137522,393755,CloudPBX,812,Rogers Communications Canada Inc.
64492040,2018-01-01,3227975507,410137530,393755,CloudPBX,812,Rogers Communications Canada Inc.
64492216,2018-01-01,3227975506,410137530,393755,CloudPBX,812,Rogers Communications Canada Inc.
73254974,2018-04-03,3227975507,410137978,393755,CloudPBX,812,Rogers Communications Canada Inc.
73273227,2018-04-03,3227975506,410137978,393755,CloudPBX,812,Rogers Communications Canada Inc.
64810032,2018-01-05,3227975506,410138148,393755,CloudPBX,812,Rogers Communications Canada Inc.
64820242,2018-01-05,3227975507,410138148,393755,CloudPBX,812,Rogers Communications Canada Inc.
65942965,2018-01-20,3227975507,410138173,393755,CloudPBX,812,Rogers Communications Canada Inc.
65948955,2018-01-21,3227975506,410138173,393755,CloudPBX,812,Rogers Communications Canada Inc.
66108942,2018-01-23,1654599250,410138173,395766,CloudPBX,812,Rogers Communications Canada Inc.
66114904,2018-01-23,3227975251,410138173,395152,CloudPBX,812,Rogers Communications Canada Inc.
65259728,2018-01-11,3227975506,410138220,393755,CloudPBX,812,Rogers Communications Canada Inc.
65330956,2018-01-12,3227975507,410138220,393755,CloudPBX,812,Rogers Communications Canada Inc.
66111337,2018-01-23,1654599250,410138220,395766,CloudPBX,812,Rogers Communications Canada Inc.
66114209,2018-01-23,3227975250,410138220,395152,CloudPBX,812,Rogers Communications Canada Inc.
66120356,2018-01-23,3227975251,410138220,395152,CloudPBX,812,Rogers Communications Canada Inc.
65261284,2018-01-11,3227975507,410138268,393755,CloudPBX,812,Rogers Communications Canada Inc.
65268258,2018-01-11,3227975506,410138268,393755,CloudPBX,812,Rogers Communications Canada Inc.
66151278,2018-01-23,3227975250,410138268,395152,CloudPBX,812,Rogers Communications Canada Inc.
65260294,2018-01-11,3227975506,410138325,393755,CloudPBX,812,Rogers Communications Canada Inc.
65264460,2018-01-11,3227975507,410138325,393755,CloudPBX,812,Rogers Communications Canada Inc.
66228034,2018-01-24,3227975507,410138473,393755,CloudPBX,812,Rogers Communications Canada Inc.
64805760,2018-01-05,3227975507,410138555,393755,CloudPBX,812,Rogers Communications Canada Inc.
64837812,2018-01-05,3227975506,410138555,393755,CloudPBX,812,Rogers Communications Canada Inc.
65566697,2018-01-16,3227975506,410138604,393755,CloudPBX,812,Rogers Communications Canada Inc.
65568483,2018-01-16,3227975507,410138604,393755,CloudPBX,812,Rogers Communications Canada Inc.
66138459,2018-01-23,1654599251,410138604,395766,CloudPBX,812,Rogers Communications Canada Inc.
66139974,2018-01-23,3227975251,410138604,395152,CloudPBX,812,Rogers Communications Canada Inc.
64799109,2018-01-05,3227975506,410138617,393755,CloudPBX,812,Rogers Communications Canada Inc.
64823504,2018-01-05,3227975507,410138617,393755,CloudPBX,812,Rogers Communications Canada Inc.
64491856,2018-01-01,3227975506,410138753,393755,CloudPBX,812,Rogers Communications Canada Inc.
64492321,2018-01-01,3227975507,410138753,393755,CloudPBX,812,Rogers Communications Canada Inc.
64803778,2018-01-05,3227975506,410138886,393755,CloudPBX,812,Rogers Communications Canada Inc.
64814128,2018-01-05,3227975507,410138886,393755,CloudPBX,812,Rogers Communications Canada Inc.
65260727,2018-01-11,3227975506,410138999,393755,CloudPBX,812,Rogers Communications Canada Inc.
65307276,2018-01-11,3227975507,410138999,393755,CloudPBX,812,Rogers Communications Canada Inc.
66122040,2018-01-23,3227975250,410138999,395152,CloudPBX,812,Rogers Communications Canada Inc.
66124164,2018-01-23,1654599250,410138999,395766,CloudPBX,812,Rogers Communications Canada Inc.
66130827,2018-01-23,3227975251,410138999,395152,CloudPBX,812,Rogers Communications Canada Inc.
70721056,2018-03-09,3227975507,410139280,393755,CloudPBX,812,Rogers Communications Canada Inc.
64848946,2018-01-05,1654599251,410140744,395766,CloudPBX,812,Rogers Communications Canada Inc.
64850484,2018-01-05,3227975507,410140744,393755,CloudPBX,812,Rogers Communications Canada Inc.
64882794,2018-01-06,3227975506,410140744,393755,CloudPBX,812,Rogers Communications Canada Inc.
66169972,2018-01-24,3227975250,410140786,395152,CloudPBX,812,Rogers Communications Canada Inc.
66171315,2018-01-24,3227975506,410141034,393755,CloudPBX,812,Rogers Communications Canada Inc.
66183654,2018-01-24,3227975507,410141034,393755,CloudPBX,812,Rogers Communications Canada Inc.
64805108,2018-01-05,3227975507,410141169,393755,CloudPBX,812,Rogers Communications Canada Inc.
64808418,2018-01-05,3227975506,410141169,393755,CloudPBX,812,Rogers Communications Canada Inc.
66187355,2018-01-24,3227975506,410141247,393755,CloudPBX,812,Rogers Communications Canada Inc.
66191812,2018-01-24,3227975507,410141247,393755,CloudPBX,812,Rogers Communications Canada Inc.
64800542,2018-01-05,3227975507,410141260,393755,CloudPBX,812,Rogers Communications Canada Inc.
64808934,2018-01-05,3227975506,410141260,393755,CloudPBX,812,Rogers Communications Canada Inc.
66119036,2018-01-23,3227975250,410141260,395152,CloudPBX,812,Rogers Communications Canada Inc.
66172157,2018-01-24,3227975506,410141301,393755,CloudPBX,812,Rogers Communications Canada Inc.
66179420,2018-01-24,3227975507,410141301,393755,CloudPBX,812,Rogers Communications Canada Inc.
64506236,2018-01-02,3227975506,410141324,393755,CloudPBX,812,Rogers Communications Canada Inc.
64554726,2018-01-02,3227975507,410141324,393755,CloudPBX,812,Rogers Communications Canada Inc.
64546561,2018-01-02,3227975507,410141361,393755,CloudPBX,812,Rogers Communications Canada Inc.
64601828,2018-01-03,3227975506,410141361,393755,CloudPBX,812,Rogers Communications Canada Inc.
64650115,2018-01-03,3227975507,410141414,393755,CloudPBX,812,Rogers Communications Canada Inc.
64660462,2018-01-03,3227975506,410141414,393755,CloudPBX,812,Rogers Communications Canada Inc.
64529748,2018-01-02,3227975507,410141453,393755,CloudPBX,812,Rogers Communications Canada Inc.
64595252,2018-01-03,3227975506,410141453,393755,CloudPBX,812,Rogers Communications Canada Inc.
64906680,2018-01-07,3227975507,410141496,393755,CloudPBX,812,Rogers Communications Canada Inc.
64909114,2018-01-07,3227975506,410141496,393755,CloudPBX,812,Rogers Communications Canada Inc.
66151159,2018-01-23,1654599250,410141496,395766,CloudPBX,812,Rogers Communications Canada Inc.
71518771,2018-03-16,3227975506,410141658,393755,CloudPBX,812,Rogers Communications Canada Inc.
71530622,2018-03-16,3227975507,410141658,393755,CloudPBX,812,Rogers Communications Canada Inc.
64491721,2018-01-01,3227975506,410141666,393755,CloudPBX,812,Rogers Communications Canada Inc.
64492146,2018-01-01,3227975507,410141666,393755,CloudPBX,812,Rogers Communications Canada Inc.
66220543,2018-01-24,3227975507,410141871,393755,CloudPBX,812,Rogers Communications Canada Inc.
66232483,2018-01-24,3227975506,410141871,393755,CloudPBX,812,Rogers Communications Canada Inc.
64491951,2018-01-01,3227975507,410142137,393755,CloudPBX,812,Rogers Communications Canada Inc.
64494420,2018-01-01,3227975506,410142137,393755,CloudPBX,812,Rogers Communications Canada Inc.
66182067,2018-01-24,3227975506,410142195,393755,CloudPBX,812,Rogers Communications Canada Inc.
66182707,2018-01-24,3227975507,410142195,393755,CloudPBX,812,Rogers Communications Canada Inc.
67730365,2018-02-09,3227975507,410142218,393755,CloudPBX,812,Rogers Communications Canada Inc.
67730562,2018-02-09,3227975506,410142218,393755,CloudPBX,812,Rogers Communications Canada Inc.
64491870,2018-01-01,3227975507,410142318,393755,CloudPBX,812,Rogers Communications Canada Inc.
64492229,2018-01-01,3227975506,410142318,393755,CloudPBX,812,Rogers Communications Canada Inc.
64507275,2018-01-02,3227975506,410142401,393755,CloudPBX,812,Rogers Communications Canada Inc.
64518536,2018-01-02,3227975507,410142401,393755,CloudPBX,812,Rogers Communications Canada Inc.
66172091,2018-01-24,3227975506,410142569,393755,CloudPBX,812,Rogers Communications Canada Inc.
66177833,2018-01-24,3227975507,410142569,393755,CloudPBX,812,Rogers Communications Canada Inc.
66528865,2018-01-29,3227975506,410142594,393755,CloudPBX,812,Rogers Communications Canada Inc.
68717531,2018-02-20,3227975507,410142642,393755,CloudPBX,812,Rogers Communications Canada Inc.
77541874,2018-05-14,3227975507,410142699,393755,CloudPBX,812,Rogers Communications Canada Inc.
64492084,2018-01-01,3227975507,410142712,393755,CloudPBX,812,Rogers Communications Canada Inc.
64496599,2018-01-01,3227975506,410142712,393755,CloudPBX,812,Rogers Communications Canada Inc.
64508181,2018-01-02,3227975506,410142821,393755,CloudPBX,812,Rogers Communications Canada Inc.
64510317,2018-01-02,3227975507,410142821,393755,CloudPBX,812,Rogers Communications Canada Inc.
64798202,2018-01-05,3227975507,410142928,393755,CloudPBX,812,Rogers Communications Canada Inc.
64809044,2018-01-05,3227975506,410142928,393755,CloudPBX,812,Rogers Communications Canada Inc.
64882922,2018-01-06,3227975506,410142982,393755,CloudPBX,812,Rogers Communications Canada Inc.
64888629,2018-01-06,3227975507,410142982,393755,CloudPBX,812,Rogers Communications Canada Inc.
66114434,2018-01-23,3227975250,410142982,395152,CloudPBX,812,Rogers Communications Canada Inc.
66168156,2018-01-24,3227975251,410142982,395152,CloudPBX,812,Rogers Communications Canada Inc.
