,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
850400,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9001,-78.9329
861341,852,TELUS Communications Inc.,49.6,-119.6667,395152,CloudPBX,43.6319,-79.3716
865171,577,Bell Canada,43.6319,-79.3716,393755,CloudPBX,43.6319,-79.3716
867443,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.6319,-79.3716
870431,40788,Start Communications,42.9001,-78.9329,393755,CloudPBX,43.6319,-79.3716
874555,20473,"Choopa, LLC",51.5142,-0.0931,395766,CloudPBX,40.7432,-75.2242
876202,577,Bell Canada,43.9581,-78.8972,395766,CloudPBX,40.7432,-75.2242
877488,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,43.9581,-78.8972
885108,812,Rogers Communications Canada Inc.,45.5217,-73.6393,393755,CloudPBX,43.6319,-79.3716
894588,40788,Start Communications,43.6655,-79.4204,393755,CloudPBX,43.6319,-79.3716
901894,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6655,-79.4204
901978,40788,Start Communications,43.2271,-79.871,395152,CloudPBX,43.6319,-79.3716
905397,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",41.4807,-87.7277
911790,6327,Shaw Communications Inc.,49.0787,-121.6098,395766,CloudPBX,40.7432,-75.2242
911791,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.0787,-121.6098
913009,14007,Skyway West,49.2788,-123.1139,395766,CloudPBX,40.7432,-75.2242
913548,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5428,-113.4974
917870,28573,CLARO S.A.,-23.5733,-46.6417,395152,CloudPBX,43.6319,-79.3716
925213,577,Bell Canada,46.7589,-71.298,393755,CloudPBX,43.6319,-79.3716
933262,19171,Stargate Connections Inc.,49.1707,-122.7326,393755,CloudPBX,43.6319,-79.3716
934274,852,TELUS Communications Inc.,49.1205,-123.1171,395152,CloudPBX,43.6319,-79.3716
939538,36522,BELL MOBILITY INC.,43.6736,-79.4035,395766,CloudPBX,40.7432,-75.2242
948956,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,46.7589,-71.298
951803,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2196,-122.6164
960696,40808,Vancouver International Airport Authority,49.17,-123.1368,395152,CloudPBX,43.6319,-79.3716
966197,14007,Skyway West,48.4167,-123.365,393755,CloudPBX,43.6319,-79.3716
966202,852,TELUS Communications Inc.,53.7168,-113.2187,393755,CloudPBX,43.6319,-79.3716
966204,14007,Skyway West,49.222,-123.0683,393755,CloudPBX,43.6319,-79.3716
966206,852,TELUS Communications Inc.,49.3615,-123.2627,393755,CloudPBX,43.6319,-79.3716
966241,852,TELUS Communications Inc.,49.2667,-122.7833,393755,CloudPBX,43.6319,-79.3716
966378,6327,Shaw Communications Inc.,49.2866,-123.1158,393755,CloudPBX,43.6319,-79.3716
966504,6327,Shaw Communications Inc.,52.0961,-106.6252,393755,CloudPBX,43.6319,-79.3716
966506,852,TELUS Communications Inc.,49.0791,-122.7553,393755,CloudPBX,43.6319,-79.3716
966522,852,TELUS Communications Inc.,49.2795,-123.0667,393755,CloudPBX,43.6319,-79.3716
966538,852,TELUS Communications Inc.,49.2779,-123.0908,393755,CloudPBX,43.6319,-79.3716
966584,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,49.316,-123.0576
966896,14007,Skyway West,49.2807,-123.0397,395766,CloudPBX,40.7432,-75.2242
966904,19171,Stargate Connections Inc.,49.2666,-123.1976,393755,CloudPBX,43.6319,-79.3716
966915,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0791,-122.7553
966920,19171,Stargate Connections Inc.,49.2666,-123.1976,395766,CloudPBX,40.7432,-75.2242
966923,6327,Shaw Communications Inc.,53.5428,-113.4974,395766,CloudPBX,40.7432,-75.2242
966933,852,TELUS Communications Inc.,53.585,-113.5526,395766,CloudPBX,40.7432,-75.2242
966959,14007,Skyway West,49.316,-123.0576,393755,CloudPBX,43.6319,-79.3716
966965,6327,Shaw Communications Inc.,49.2436,-122.7865,393755,CloudPBX,43.6319,-79.3716
966969,6327,Shaw Communications Inc.,49.2795,-123.0667,393755,CloudPBX,43.6319,-79.3716
966982,19171,Stargate Connections Inc.,49.2866,-123.1158,393755,CloudPBX,43.6319,-79.3716
967020,393755,CloudPBX,43.6319,-79.3716,16509,"Amazon.com, Inc.",45.8696,-119.688
967038,395766,CloudPBX,40.7432,-75.2242,30500,Wolfpaw Data Centres Inc,55.3333,-115.4167
967061,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,53.7168,-113.2187
967072,30500,Wolfpaw Data Centres Inc,55.3333,-115.4167,395766,CloudPBX,40.7432,-75.2242
967174,395766,CloudPBX,40.7432,-75.2242,54527,Astute Hosting Inc.,49.2866,-123.1158
967178,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.3615,-123.2627
967211,6327,Shaw Communications Inc.,49.1661,-122.5792,395766,CloudPBX,40.7432,-75.2242
967219,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.4609,-113.4519
967257,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.2767,-123.13
967262,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2795,-123.0667
967263,852,TELUS Communications Inc.,49.2779,-123.0908,395766,CloudPBX,40.7432,-75.2242
967275,6171,WorldGate,53.4914,-113.4802,395766,CloudPBX,40.7432,-75.2242
967280,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2833,-123.1298
967286,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2779,-123.0908
967318,14007,Skyway West,49.222,-123.0683,395766,CloudPBX,40.7432,-75.2242
967337,19171,Stargate Connections Inc.,49.2866,-123.1158,395766,CloudPBX,40.7432,-75.2242
967351,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2767,-123.13
967358,852,TELUS Communications Inc.,49.2603,-123.146,393755,CloudPBX,43.6319,-79.3716
967363,852,TELUS Communications Inc.,51.0242,-114.1004,395766,CloudPBX,40.7432,-75.2242
967378,6327,Shaw Communications Inc.,49.2788,-123.1139,393755,CloudPBX,43.6319,-79.3716
967383,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1661,-122.5792
967411,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.2666,-123.1976
967441,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.2397,-123.0407
967534,395766,CloudPBX,40.7432,-75.2242,15102,WiBand Communications,53.4179,-113.5785
967563,6327,Shaw Communications Inc.,49.2833,-123.1298,395766,CloudPBX,40.7432,-75.2242
967568,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2475,-123.121
967592,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2779,-123.0908
967612,19171,Stargate Connections Inc.,49.2475,-123.121,395766,CloudPBX,40.7432,-75.2242
967637,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2833,-123.1298
967680,6327,Shaw Communications Inc.,49.2475,-123.121,395766,CloudPBX,40.7432,-75.2242
967807,19171,Stargate Connections Inc.,49.2478,-122.9938,393755,CloudPBX,43.6319,-79.3716
967813,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2795,-123.0667
967815,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.316,-123.0576
967819,6327,Shaw Communications Inc.,49.1889,-122.873,393755,CloudPBX,43.6319,-79.3716
967845,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.623,-79.3936
967855,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2436,-122.7865
967861,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2475,-123.121
967868,852,TELUS Communications Inc.,49.2795,-123.0667,395766,CloudPBX,40.7432,-75.2242
967888,852,TELUS Communications Inc.,49.2492,-123.1104,395766,CloudPBX,40.7432,-75.2242
967929,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.25,-123.1333
967933,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2666,-123.1976
967940,852,TELUS Communications Inc.,49.0791,-122.7553,395766,CloudPBX,40.7432,-75.2242
967947,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.262,-123.0923
967961,852,TELUS Communications Inc.,49.2436,-122.7865,393755,CloudPBX,43.6319,-79.3716
967965,852,TELUS Communications Inc.,49.262,-123.0923,393755,CloudPBX,43.6319,-79.3716
967970,14007,Skyway West,49.316,-123.0576,395766,CloudPBX,40.7432,-75.2242
968009,852,TELUS Communications Inc.,49.3615,-123.2627,395766,CloudPBX,40.7432,-75.2242
968026,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2327,-123.0917
968057,19171,Stargate Connections Inc.,49.2397,-123.0407,395766,CloudPBX,40.7432,-75.2242
968060,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2436,-122.7865
968075,19171,Stargate Connections Inc.,49.2475,-123.121,393755,CloudPBX,43.6319,-79.3716
968078,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.2667,-113.5333
968121,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2788,-123.1139
968126,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.2478,-122.9938
968128,19171,Stargate Connections Inc.,49.2767,-123.13,393755,CloudPBX,43.6319,-79.3716
968137,16509,"Amazon.com, Inc.",45.8696,-119.688,393755,CloudPBX,43.6319,-79.3716
968179,852,TELUS Communications Inc.,49.299,-123.1408,393755,CloudPBX,43.6319,-79.3716
968203,852,TELUS Communications Inc.,49.2475,-123.121,395766,CloudPBX,40.7432,-75.2242
968218,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.8928,-119.4852
968223,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.2788,-123.1139
968226,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2327,-123.0917
968242,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.0614,-80.9943
968265,812,Rogers Communications Canada Inc.,43.0614,-80.9943,395766,CloudPBX,40.7432,-75.2242
968285,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2788,-123.1139
968310,395766,CloudPBX,40.7432,-75.2242,6171,WorldGate,53.4914,-113.4802
968384,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.2866,-123.1158
968399,14007,Skyway West,49.2807,-123.0397,393755,CloudPBX,43.6319,-79.3716
968401,6327,Shaw Communications Inc.,49.299,-123.1408,395766,CloudPBX,40.7432,-75.2242
968411,13768,Cogeco Peer 1,49.2344,-123.1451,393755,CloudPBX,43.6319,-79.3716
968423,19171,Stargate Connections Inc.,49.2788,-123.1139,393755,CloudPBX,43.6319,-79.3716
968441,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,53.4609,-113.4519
968452,393755,CloudPBX,43.6319,-79.3716,6171,WorldGate,53.4154,-113.4178
968530,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2492,-123.1104
968562,812,Rogers Communications Canada Inc.,43.8669,-79.4414,395766,CloudPBX,40.7432,-75.2242
968569,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.6511,-112.8351
968588,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2795,-123.0667
968625,19171,Stargate Connections Inc.,49.2478,-122.9938,395766,CloudPBX,40.7432,-75.2242
968635,852,TELUS Communications Inc.,49.2475,-123.121,393755,CloudPBX,43.6319,-79.3716
968645,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,51.0242,-114.1004
968648,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.2795,-123.0667
968689,14007,Skyway West,48.4167,-123.365,395766,CloudPBX,40.7432,-75.2242
968691,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.262,-123.0923
968765,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.1285,-122.6236
968778,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.299,-123.1408
968780,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2475,-123.121
968808,6327,Shaw Communications Inc.,53.5428,-113.4974,393755,CloudPBX,43.6319,-79.3716
968824,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2788,-123.1139
968884,852,TELUS Communications Inc.,49.25,-123.1333,393755,CloudPBX,43.6319,-79.3716
968894,852,TELUS Communications Inc.,49.2767,-123.13,393755,CloudPBX,43.6319,-79.3716
968896,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,53.585,-113.5526
968929,54527,Astute Hosting Inc.,49.2866,-123.1158,393755,CloudPBX,43.6319,-79.3716
968968,19171,Stargate Connections Inc.,49.316,-123.0576,395766,CloudPBX,40.7432,-75.2242
968990,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,50.0163,-124.3226
969094,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5333,-113.9167
969095,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2068,-122.4851
969130,395766,CloudPBX,40.7432,-75.2242,14007,Skyway West,49.2807,-123.0397
969173,393755,CloudPBX,43.6319,-79.3716,40029,Novus Entertainment Inc.,49.2788,-123.1139
969238,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2068,-122.4851
969239,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.316,-123.0576
969246,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.3615,-123.2627
969251,395766,CloudPBX,40.7432,-75.2242,14007,Skyway West,49.316,-123.0576
969292,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.25,-123.1333
969318,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,50.0163,-124.3226
969331,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.316,-123.0576
969410,6327,Shaw Communications Inc.,49.2478,-122.9938,393755,CloudPBX,43.6319,-79.3716
969497,15290,Allstream Corp.,43.5924,-79.7611,395766,CloudPBX,40.7432,-75.2242
969513,852,TELUS Communications Inc.,49.0423,-122.2835,393755,CloudPBX,43.6319,-79.3716
969516,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0423,-122.2835
969527,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2492,-123.1104
969577,395766,CloudPBX,40.7432,-75.2242,40029,Novus Entertainment Inc.,49.2788,-123.1139
969594,6327,Shaw Communications Inc.,49.0997,-122.6526,393755,CloudPBX,43.6319,-79.3716
969596,852,TELUS Communications Inc.,43.6319,-79.3716,393755,CloudPBX,43.6319,-79.3716
969616,395766,CloudPBX,40.7432,-75.2242,16509,"Amazon.com, Inc.",45.8696,-119.688
969655,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.2475,-123.121
969658,395766,CloudPBX,40.7432,-75.2242,14007,Skyway West,49.222,-123.0683
969660,852,TELUS Communications Inc.,49.0384,-122.3485,393755,CloudPBX,43.6319,-79.3716
969672,6327,Shaw Communications Inc.,49.2788,-123.1139,395766,CloudPBX,40.7432,-75.2242
969717,19171,Stargate Connections Inc.,49.1707,-122.7326,395766,CloudPBX,40.7432,-75.2242
969725,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.8928,-119.4852
969731,54527,Astute Hosting Inc.,49.2866,-123.1158,395766,CloudPBX,40.7432,-75.2242
969794,6327,Shaw Communications Inc.,49.2436,-122.7865,395766,CloudPBX,40.7432,-75.2242
969854,395766,CloudPBX,40.7432,-75.2242,14007,Skyway West,48.4167,-123.365
969855,852,TELUS Communications Inc.,49.262,-123.0923,395766,CloudPBX,40.7432,-75.2242
970036,19171,Stargate Connections Inc.,49.2767,-123.13,395766,CloudPBX,40.7432,-75.2242
970103,395766,CloudPBX,40.7432,-75.2242,19171,Stargate Connections Inc.,49.1707,-122.7326
970121,852,TELUS Communications Inc.,49.2788,-123.1139,393755,CloudPBX,43.6319,-79.3716
970125,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2788,-123.1139
970154,852,TELUS Communications Inc.,49.0374,-122.8299,395766,CloudPBX,40.7432,-75.2242
970171,852,TELUS Communications Inc.,50.0163,-124.3226,395766,CloudPBX,40.7432,-75.2242
970181,393755,CloudPBX,43.6319,-79.3716,13768,Cogeco Peer 1,49.2344,-123.1451
970200,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2795,-123.0667
970230,19171,Stargate Connections Inc.,49.2795,-123.0667,393755,CloudPBX,43.6319,-79.3716
970243,6327,Shaw Communications Inc.,49.2795,-123.0667,395766,CloudPBX,40.7432,-75.2242
970245,852,TELUS Communications Inc.,49.0384,-122.3485,395766,CloudPBX,40.7432,-75.2242
970260,7922,"Comcast Cable Communications, LLC",37.751,-97.822,393755,CloudPBX,43.6319,-79.3716
970261,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0384,-122.3485
970264,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1889,-122.873
970281,852,TELUS Communications Inc.,49.2788,-123.1139,395766,CloudPBX,40.7432,-75.2242
970284,19171,Stargate Connections Inc.,49.2795,-123.0667,395766,CloudPBX,40.7432,-75.2242
970307,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2275,-122.9301
970327,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2795,-123.0667
970423,6327,Shaw Communications Inc.,49.1889,-122.873,395766,CloudPBX,40.7432,-75.2242
970489,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2275,-122.9301
970555,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,48.4267,-123.3655
970649,852,TELUS Communications Inc.,49.8928,-119.4852,393755,CloudPBX,43.6319,-79.3716
970654,6327,Shaw Communications Inc.,49.2475,-123.121,393755,CloudPBX,43.6319,-79.3716
970659,852,TELUS Communications Inc.,49.8928,-119.4852,395766,CloudPBX,40.7432,-75.2242
970782,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.0787,-121.6098
970816,577,Bell Canada,43.8113,-79.193,395766,CloudPBX,40.7432,-75.2242
970821,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,48.4267,-123.3655
970825,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,48.4167,-123.365
970955,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2667,-122.7833
971049,852,TELUS Communications Inc.,49.2068,-122.4851,393755,CloudPBX,43.6319,-79.3716
971078,13768,Cogeco Peer 1,49.2344,-123.1451,395766,CloudPBX,40.7432,-75.2242
971079,852,TELUS Communications Inc.,53.7168,-113.2187,395766,CloudPBX,40.7432,-75.2242
971177,852,TELUS Communications Inc.,48.4267,-123.3655,393755,CloudPBX,43.6319,-79.3716
971249,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,50.1122,-120.7942
971326,6327,Shaw Communications Inc.,49.8928,-119.4852,395766,CloudPBX,40.7432,-75.2242
971383,15102,WiBand Communications,53.4179,-113.5785,393755,CloudPBX,43.6319,-79.3716
971435,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2667,-122.7833
971470,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.1661,-122.5792
971570,852,TELUS Communications Inc.,48.4267,-123.3655,395766,CloudPBX,40.7432,-75.2242
971633,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2646,-123.1648
971781,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.1889,-122.873
971949,6327,Shaw Communications Inc.,53.5333,-113.9167,395766,CloudPBX,40.7432,-75.2242
972036,852,TELUS Communications Inc.,49.2492,-123.1104,393755,CloudPBX,43.6319,-79.3716
972100,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2167,-122.9167
972124,15102,WiBand Communications,53.4179,-113.5785,395766,CloudPBX,40.7432,-75.2242
972141,6327,Shaw Communications Inc.,49.1661,-122.5792,393755,CloudPBX,43.6319,-79.3716
972162,6327,Shaw Communications Inc.,49.3167,-122.7384,395766,CloudPBX,40.7432,-75.2242
972470,16509,"Amazon.com, Inc.",45.8696,-119.688,395766,CloudPBX,40.7432,-75.2242
972492,6327,Shaw Communications Inc.,49.2068,-122.4851,393755,CloudPBX,43.6319,-79.3716
972525,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2475,-123.121
972584,852,TELUS Communications Inc.,50.0163,-124.3226,393755,CloudPBX,43.6319,-79.3716
972605,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2436,-122.7865
972614,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,49.2807,-123.0397
972738,19171,Stargate Connections Inc.,49.2788,-123.1139,395766,CloudPBX,40.7432,-75.2242
972760,852,TELUS Communications Inc.,49.2667,-122.7833,395766,CloudPBX,40.7432,-75.2242
972820,395766,CloudPBX,40.7432,-75.2242,6171,WorldGate,53.4154,-113.4178
972876,852,TELUS Communications Inc.,49.25,-123.1333,395766,CloudPBX,40.7432,-75.2242
972912,852,TELUS Communications Inc.,49.2436,-122.7865,395766,CloudPBX,40.7432,-75.2242
978198,577,Bell Canada,47.3507,-71.202,395766,CloudPBX,40.7432,-75.2242
983905,812,Rogers Communications Canada Inc.,43.5924,-79.7611,395766,CloudPBX,40.7432,-75.2242
988949,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.8811,-87.8786
989162,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.7838,-86.0477
989576,20115,Charter Communications,43.3208,-88.0314,395766,CloudPBX,40.7432,-75.2242
993334,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.7002,-123.156
996232,13977,"FAIRPOINT COMMUNICATIONS, INC.",43.6948,-70.2905,395766,CloudPBX,40.7432,-75.2242
1005390,15128,Comwave Telecom Inc.,43.8432,-79.5644,395766,CloudPBX,40.7432,-75.2242
1005456,577,Bell Canada,43.8333,-79.5,395152,CloudPBX,43.6319,-79.3716
1009302,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,43.9251,-78.8287
1014546,855,Bell Canada,47.4212,-52.8077,395766,CloudPBX,40.7432,-75.2242
1014826,852,TELUS Communications Inc.,53.5436,-113.5574,395152,CloudPBX,43.6319,-79.3716
1015079,22773,Cox Communications Inc.,33.5076,-112.0583,395152,CloudPBX,43.6319,-79.3716
1015384,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.8686,-86.1003
1019025,395766,CloudPBX,40.7432,-75.2242,855,Bell Canada,47.4212,-52.8077
1024033,577,Bell Canada,49.2667,-122.7833,395766,CloudPBX,40.7432,-75.2242
1025363,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.1604,-119.8618
1027817,395152,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.895,-86.1804
1028334,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,49.2866,-123.1158
1033222,393755,CloudPBX,43.6319,-79.3716,855,Bell Canada,47.4212,-52.8077
1037934,40191,ZEROFAIL,45.4987,-73.5793,393755,CloudPBX,43.6319,-79.3716
1040454,395766,CloudPBX,40.7432,-75.2242,20115,Charter Communications,43.3208,-88.0314
1043180,7018,"AT&T Services, Inc.",42.203,-83.3166,395766,CloudPBX,40.7432,-75.2242
1045066,852,TELUS Communications Inc.,48.4993,-123.4003,395766,CloudPBX,40.7432,-75.2242
1045797,22652,Fibrenoire Inc.,43.6564,-79.386,395766,CloudPBX,40.7432,-75.2242
1045947,7018,"AT&T Services, Inc.",42.5038,-83.4764,395766,CloudPBX,40.7432,-75.2242
1047316,22652,Fibrenoire Inc.,44.25,-80.55,395766,CloudPBX,40.7432,-75.2242
1047604,22652,Fibrenoire Inc.,43.6784,-79.2941,395152,CloudPBX,43.6319,-79.3716
1047876,7018,"AT&T Services, Inc.",42.586,-83.5006,395766,CloudPBX,40.7432,-75.2242
1048156,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6605,-79.4633
1049519,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.6319,-79.3716
1049670,395766,CloudPBX,40.7432,-75.2242,855,Bell Canada,45.2308,-66.0953
1050345,22652,Fibrenoire Inc.,43.6784,-79.2941,395766,CloudPBX,40.7432,-75.2242
1051037,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.8833,-82.15
1051269,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.0147,-81.3049
1051440,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.5148,-79.884
1051525,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.9062,-82.11
1052304,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.3167,-82.9
1052450,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6655,-79.4378
1052899,40788,Start Communications,43.6655,-79.4378,395766,CloudPBX,40.7432,-75.2242
1053396,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,43.6655,-79.4204
1053744,7992,Cogeco Cable,42.2007,-83.0276,395152,CloudPBX,43.6319,-79.3716
1053745,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.6319,-79.3716
1053750,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.1783,-82.7715
1053758,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.95,-82.1167
1053759,395766,CloudPBX,40.7432,-75.2242,5769,Videotron Telecom Ltee,45.5354,-73.6061
1053760,395152,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,43.0233,-81.1643
1053768,395152,CloudPBX,43.6319,-79.3716,22652,Fibrenoire Inc.,43.6564,-79.386
1053773,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.2767,-83.0793
1053788,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.9998,-82.3926
1053791,36522,BELL MOBILITY INC.,44.4548,-79.7352,395766,CloudPBX,40.7432,-75.2242
1053796,395152,CloudPBX,43.6319,-79.3716,20115,Charter Communications,43.3208,-88.0314
1053823,7992,Cogeco Cable,42.9998,-82.3926,395766,CloudPBX,40.7432,-75.2242
1053826,395152,CloudPBX,43.6319,-79.3716,36522,BELL MOBILITY INC.,44.4548,-79.7352
1053830,395766,CloudPBX,40.7432,-75.2242,15290,Allstream Corp.,43.6513,-79.3756
1053834,40788,Start Communications,43.6655,-79.4204,395766,CloudPBX,40.7432,-75.2242
1053840,15128,Comwave Telecom Inc.,43.2164,-79.7423,395152,CloudPBX,43.6319,-79.3716
1053846,20453,Rogers Communications Canada Inc.,43.6404,-79.3995,395152,CloudPBX,43.6319,-79.3716
1053864,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.2767,-83.0793
